,scriptID,sceneID,header,text,upper,tokens
220,1,0,dialog,": What’s your name?

",[],what s your name
221,1,0,speaker_heading,": ANDREW

",['ANDREW'],andrew
222,1,0,dialog,": Andrew Neiman, sir.

",[],andrew neiman sir
223,1,0,speaker_heading,": FLETCHER

",['FLETCHER'],fletcher
224,1,0,dialog,": What year are you?

",[],what year are you
225,1,0,speaker_heading,": ANDREW

",['ANDREW'],andrew
226,1,0,dialog,": I’m a first-year, sir.

",['I'],i m a first year sir
227,1,0,speaker_heading,": FLETCHER

",['FLETCHER'],fletcher
228,1,0,dialog,": You know who I am?

",['I'],you know who i am
229,1,0,speaker_heading,": ANDREW

",['ANDREW'],andrew
230,1,0,dialog,": Yes...

",[],yes
231,1,0,speaker_heading,": FLETCHER

",['FLETCHER'],fletcher
232,1,0,dialog,": You know what I do?

",['I'],you know what i do
233,1,0,speaker_heading,": ANDREW

",['ANDREW'],andrew
234,1,0,dialog,": Yes...

",[],yes
235,1,0,speaker_heading,": FLETCHER

",['FLETCHER'],fletcher
236,1,0,dialog,": So you know I’m looking for players.

",['I'],so you know i m looking for players
237,1,0,speaker_heading,": ANDREW

",['ANDREW'],andrew
238,1,0,dialog,": Yes...

",[],yes
239,1,0,speaker_heading,": FLETCHER

",['FLETCHER'],fletcher
240,1,0,dialog,": Then why did you stop playing?

",[],then why did you stop playing
241,1,0,text,": Beat. Andrew nods, smiles. He gets it. Summons up all his
remaining energy and resumes playing, trying to really show
off this time. Rolls, fills, speedy stick-work. He finishes.

",[],beat andrew nods smiles he gets it summons up all his remaining energy and resumes playing trying to really show off this time rolls fills speedy stick work he finishes
242,1,0,speaker_heading,": FLETCHER

",['FLETCHER'],fletcher
243,1,0,dialog,": Did I say to start playing again?

",['I'],did i say to start playing again
244,1,0,text,": Andrew looks at him.

",[],andrew looks at him
245,1,0,speaker_heading,": ANDREW

",['ANDREW'],andrew
246,1,0,dialog,": I thought--
(then, blanching, )
I’m sorry, I misun--

","['I', 'I', 'I']",i thought then blanching i m sorry i misun
247,1,0,speaker_heading,": FLETCHER

",['FLETCHER'],fletcher
248,1,0,dialog,": I asked you why you stopped playing. Your
version of an answer was to turn into a
wind-up drummer monkey.

",['I'],i asked you why you stopped playing your version of an answer was to turn into a wind up drummer monkey
249,1,0,speaker_heading,": ANDREW

",['ANDREW'],andrew
250,1,0,dialog,": I’m sorry -- I--I stopped playing becau--

","['I', 'I', 'I']",i m sorry i i stopped playing becau
251,1,0,speaker_heading,": FLETCHER

",['FLETCHER'],fletcher
252,1,0,dialog,": Show me your rudiments.

",[],show me your rudiments
253,1,0,text,": Andrew nods. Plays one rudiment after another: double-stroke
roll, paradiddle, ratamacue, flam, flamadiddle.

",[],andrew nods plays one rudiment after another double stroke roll paradiddle ratamacue flam flamadiddle
254,1,0,speaker_heading,": FLETCHER (CONT’D)

","['FLETCHER', 'CONT', 'D']",fletcher cont d
255,1,0,dialog,": Uh-huh. Double-time swing.

",[],uh huh double time swing
256,1,0,text,": Fletcher begins clapping his hand in time. Fast. Andrew plays.

",[],fletcher begins clapping his hand in time fast andrew plays
257,1,0,speaker_heading,": FLETCHER (CONT’D)

","['FLETCHER', 'CONT', 'D']",fletcher cont d
258,1,0,dialog,": No. Double-time. Double it. Bop-bop-bop-
bop-bop-bop-bop-bop-bop-bop.

",[],no double time double it bop bop bop bop bop bop bop bop bop bop
259,1,0,text,": Andrew tries doubling the tempo. But he can’t. Fletcher STOPS
CLAPPING. The sign of death.

Andrew keeps playing, eyes shut... Then -- he hears the door
CLOSE. He stops, and looks up. Fletcher has left the room.
A moment later -- the door OPENS. It’s Fletcher. Andrew's
eyes widen. Maybe it’s not over...

","['STOPS', 'CLAPPING', 'CLOSE', 'A', 'OPENS']",andrew tries doubling the tempo but he can t fletcher stops clapping the sign of death andrew keeps playing eyes shut then he hears the door close he stops and looks up fletcher has left the room a moment later the door opens it s fletcher andrew s eyes widen maybe it s not over
260,1,0,speaker_heading,": FLETCHER (CONT’D)

","['FLETCHER', 'CONT', 'D']",fletcher cont d
261,1,0,dialog,": Woopsy-daisy. Forgot my coat.

",[],woopsy daisy forgot my coat
262,1,0,text,": Fletcher grabs it, steps back out, CLOSES the door. Andrew
stares ahead, alone again at the drums -- and totally
deflated.
It’s over.
WIDE SHOT of the band room as Andrew slowly rises.

","['CLOSES', 'WIDE', 'SHOT']",fletcher grabs it steps back out closes the door andrew stares ahead alone again at the drums and totally deflated it s over wide shot of the band room as andrew slowly rises
263,1,1,scene_heading,": EXT. NEW YORK STREET - SHAFFER CONSERVATORY - NIGHT 2

","['EXT', 'NEW', 'YORK', 'STREET', 'SHAFFER', 'CONSERVATORY', 'NIGHT']",ext new york street shaffer conservatory night 2
264,1,1,text,": Andrew exits, hurries off. Pasted onto his overloaded back-
pack are patches, buttons, names: Krupa. Roach. Buddy Rich...
The buildings of midtown New York loom over him like giants --
immense, forbidding...

",[],andrew exits hurries off pasted onto his overloaded back pack are patches buttons names krupa roach buddy rich the buildings of midtown new york loom over him like giants immense forbidding
265,1,2,scene_heading,": INT. MOVIE THEATER - LOBBY - NIGHT 3

","['INT', 'MOVIE', 'THEATER', 'LOBBY', 'NIGHT']",int movie theater lobby night 3
266,1,2,text,": A quiet two-screen theater. Andrew buys concessions. The GIRL
at the counter is about his age. She’s pretty, but doesn’t
really know it. More to the point, she doesn’t seem to care.
Her name is NICOLE.

","['A', 'GIRL', 'NICOLE']",a quiet two screen theater andrew buys concessions the girl at the counter is about his age she s pretty but doesn t really know it more to the point she doesn t seem to care her name is nicole
267,1,2,speaker_heading,": NICOLE

",['NICOLE'],nicole
268,1,2,dialog,": Swedish fish?

",[],swedish fish
269,1,2,speaker_heading,": ANDREW

",['ANDREW'],andrew
270,1,2,dialog,": Nah, not this time, thanks...

",[],nah not this time thanks
271,1,2,text,": Andrew and Nicole exchange smiles. He takes his items --
popcorn, Raisinets, two sodas -- and heads off. Peers back at
Nicole. She’s staring into space. She looks suddenly lonely.
Andrew takes in the sight. You can tell he’s attracted to her
-- but he’s too nervous to do anything. A beat later, he
enters the theater.


",['A'],andrew and nicole exchange smiles he takes his items popcorn raisinets two sodas and heads off peers back at nicole she s staring into space she looks suddenly lonely andrew takes in the sight you can tell he s attracted to her but he s too nervous to do anything a beat later he enters the theater
272,1,3,scene_heading,": INT. MOVIE THEATER - MOMENTS LATER 4

","['INT', 'MOVIE', 'THEATER', 'MOMENTS', 'LATER']",int movie theater moments later 4
273,1,3,text,": Andrew spots a 53-year-old man seated near the front. This is

his dad -- JIM. Mild-mannered, soft-spoken, average in every
respect. Has the eyes of a former dreamer.
A smile between the two of them. Andrew hands his dad the
Raisinets, hands him the drink. Routine. The movie hasn’t
started yet. As they exchange items--

","['JIM', 'A']",andrew spots a 53 year old man seated near the front this is his dad jim mild mannered soft spoken average in every respect has the eyes of a former dreamer a smile between the two of them andrew hands his dad the raisinets hands him the drink routine the movie hasn t started yet as they exchange items
274,1,3,speaker_heading,": JIM

",['JIM'],jim
275,1,3,dialog,": You ok?

",[],you ok
276,1,3,speaker_heading,": ANDREW

",['ANDREW'],andrew
277,1,3,dialog,": Sure...
A beat.

",['A'],sure a beat
278,1,3,speaker_heading,": ANDREW (CONT'D)

","['ANDREW', 'CONT', 'D']",andrew cont d
279,1,3,dialog,": He had me play today.

",[],he had me play today
280,1,3,speaker_heading,": JIM

",['JIM'],jim
281,1,3,dialog,": Andrew shrugs. It’s clear what that means.

",[],andrew shrugs it s clear what that means
282,1,3,speaker_heading,": JIM (CONT'D)

","['JIM', 'CONT', 'D']",jim cont d
283,1,3,dialog,": You still have other options.

",[],you still have other options
284,1,3,speaker_heading,": ANDREW

",['ANDREW'],andrew
285,1,3,dialog,": What do you mean?

",[],what do you mean
286,1,3,speaker_heading,": JIM

",['JIM'],jim
287,1,3,dialog,": It’s good to be open-minded. When I was
your age I thought I’d have a book deal
at 23. Then that changed to 30. Then 40.

","['I', 'I', 'I']",it s good to be open minded when i was your age i thought i d have a book deal at 23 then that changed to 30 then 40
288,1,3,speaker_heading,": ANDREW

",['ANDREW'],andrew
289,1,3,dialog,": Right... And that didn’t upset you?

",[],right and that didn t upset you
290,1,3,text,": Jim shrugs, keeps his eyes down. He has a tendency to look
down when talking. The lights dim. The previews begin.

",[],jim shrugs keeps his eyes down he has a tendency to look down when talking the lights dim the previews begin
291,1,3,speaker_heading,": ANDREW (CONT'D)

","['ANDREW', 'CONT', 'D']",andrew cont d
292,1,3,dialog,": I mean, it has to do something to you.

",['I'],i mean it has to do something to you
293,1,3,speaker_heading,": JIM

",['JIM'],jim
294,1,3,dialog,": JIM
(another shrug)
I don’t know. Why? It’s just life.
(pause)
There's other things to care about.
Friends. Romance...

","['JIM', 'I']",jim another shrug i don t know why it s just life pause there s other things to care about friends romance
295,1,3,text,": Andrew takes it in. Especially the last part.

",[],andrew takes it in especially the last part
296,1,3,speaker_heading,": JIM (CONT'D)

","['JIM', 'CONT', 'D']",jim cont d
297,1,3,dialog,": At my age you get perspective.

",[],at my age you get perspective
298,1,3,speaker_heading,": ANDREW

",['ANDREW'],andrew
299,1,3,dialog,": I don’t want perspective.

",['I'],i don t want perspective
300,1,3,text,": Jim smiles. A moment.
Just then a MOVIEGOER squeezes into the row to head to a
seat further down -- and bumps against Jim and his bucket
of popcorn.

","['A', 'MOVIEGOER']",jim smiles a moment just then a moviegoer squeezes into the row to head to a seat further down and bumps against jim and his bucket of popcorn
301,1,3,speaker_heading,": JIM NEYMAN

","['JIM', 'NEYMAN']",jim neyman
302,1,3,dialog,": Sorry.

",[],sorry
303,1,3,text,": The Moviegoer doesn’t say a word. Andrew watches. Takes
it in.

",[],the moviegoer doesn t say a word andrew watches takes it in
304,1,4,scene_heading,": INT. DORMITORY - HALLWAY - HOURS LATER 6

","['INT', 'DORMITORY', 'HALLWAY', 'HOURS', 'LATER']",int dormitory hallway hours later 6
305,1,4,text,": Rusty elevator doors squeak open. Andrew steps out -- into a
grimy, green-walled hallway.
Dim lights, loud MUSIC blaring from behind a door. A thudding
party beat...
At the end of the hall -- where the music is coming from -- a
few PARTYGOERS mingle by a door. The door opens. A YOUNG MAN
hands a SECOND YOUNG MAN a wad of cash in exchange for a Zip-
lock bag of PILLS. The SECOND YOUNG MAN eyes Andrew.
Andrew turns away, heads left -- to his own door. Hurriedly
opens it and slips inside.

","['MUSIC', 'A', 'PARTYGOERS', 'A', 'YOUNG', 'MAN', 'SECOND', 'YOUNG', 'MAN', 'PILLS', 'SECOND', 'YOUNG', 'MAN']",rusty elevator doors squeak open andrew steps out into a grimy green walled hallway dim lights loud music blaring from behind a door a thudding party beat at the end of the hall where the music is coming from a few partygoers mingle by a door the door opens a young man hands a second young man a wad of cash in exchange for a zip lock bag of pills the second young man eyes andrew andrew turns away heads left to his own door hurriedly opens it and slips inside
306,1,5,scene_heading,": INT. DORMITORY - ANDREW’S ROOM - NIGHT 7

","['INT', 'DORMITORY', 'ANDREW', 'S', 'ROOM', 'NIGHT']",int dormitory andrew s room night 7
307,1,5,text,": A single. Drumsticks and drum pads scattered, biographies of
Bach and Coltrane on the shelf, posters of Louis Armstrong
and Charlie Parker on the walls. A TV is on, some sort of
music documentary. Andrew watches from his bed -- as, over
OLD AUDIO OF DRUMMING and old stills of a boy at a drum set --

","['A', 'A', 'TV', 'OLD', 'AUDIO', 'OF', 'DRUMMING']",a single drumsticks and drum pads scattered biographies of bach and coltrane on the shelf posters of louis armstrong and charlie parker on the walls a tv is on some sort of music documentary andrew watches from his bed as over old audio of drumming and old stills of a boy at a drum set
308,1,5,speaker_heading,": NARRATOR (V.O.)

","['NARRATOR', 'V', 'O']",narrator v o
309,1,5,dialog,": By the age of ten, Traps the Boy Wonder
was wowing crowds all over America. By
his teens, Buddy Rich was well on his way
to becoming the stuff of legend.

",[],by the age of ten traps the boy wonder was wowing crowds all over america by his teens buddy rich was well on his way to becoming the stuff of legend
310,1,5,speaker_heading,": TALKING HEAD #1

","['TALKING', 'HEAD']",talking head 1
311,1,5,dialog,": Like any truly great player, Buddy seemed
to have been born with music in his
blood. He grasped it intuitively, ina
way you and I just can't.

",['I'],like any truly great player buddy seemed to have been born with music in his blood he grasped it intuitively ina way you and i just can t
312,1,5,speaker_heading,": TALKING HEAD #2

","['TALKING', 'HEAD']",talking head 2
313,1,5,dialog,": You check out the old stuff, man. You look
at those movies when he was a kid, his
arms...

",[],you check out the old stuff man you look at those movies when he was a kid his arms
314,1,5,text,": Beat. Andrew takes it all in -- especially these words:

",[],beat andrew takes it all in especially these words
315,1,5,speaker_heading,": TALKING HEAD #2 (0.S.) (CONT’D)

","['TALKING', 'HEAD', 'S', 'CONT', 'D']",talking head 2 0 s cont d
316,1,5,dialog,": You just can't teach that. That kind of
genius.
(pause)
You either got it or you don't.

",[],you just can t teach that that kind of genius pause you either got it or you don t
317,1,5,text,": Andrew turns off the TV. We hear the party beat continuing
outside, muffled. He leans back and switches off his light.

",['TV'],andrew turns off the tv we hear the party beat continuing outside muffled he leans back and switches off his light
318,1,6,scene_heading,": INT. GEHRING HALL - NASSAU BAND ROOM - DAY 8

","['INT', 'GEHRING', 'HALL', 'NASSAU', 'BAND', 'ROOM', 'DAY']",int gehring hall nassau band room day 8
319,1,6,text,": The same room we saw Andrew practicing in at night -- only now
it’s full of musicians. Mostly male, mostly first- and second-
years. This is NASSAU BAND, one of Shaffer’s lower-level jazz
ensembles. Because it’s Shaffer, the players are still first-
rate. A few third-years are here, too -- including a red-head
drummer with the body of a linebacker. RYAN CONNOLLY.
Andrew looks up -- in time to see Ryan with a GIRL by the
doorway. Ryan’s girlfriend is gorgeous -- tall, all curves.
Ryan lets his hand slide down her shoulder. Andrew watches...
The GIRL waves bye to Ryan as he heads in. He’s all macho
confidence.

","['NASSAU', 'BAND', 'A', 'RYAN', 'CONNOLLY', 'GIRL', 'GIRL']",the same room we saw andrew practicing in at night only now it s full of musicians mostly male mostly first and second years this is nassau band one of shaffer s lower level jazz ensembles because it s shaffer the players are still first rate a few third years are here too including a red head drummer with the body of a linebacker ryan connolly andrew looks up in time to see ryan with a girl by the doorway ryan s girlfriend is gorgeous tall all curves ryan lets his hand slide down her shoulder andrew watches the girl waves bye to ryan as he heads in he s all macho confidence
320,1,6,speaker_heading,": TRUMPETER

",['TRUMPETER'],trumpeter
321,1,6,dialog,": My man Ry! Shit, how you feeling?

",[],my man ry shit how you feeling
322,1,6,speaker_heading,": RYAN

",['RYAN'],ryan
323,1,6,dialog,": Stitched up at last, dude.

",[],stitched up at last dude
324,1,6,speaker_heading,": TRUMPETER

",['TRUMPETER'],trumpeter
325,1,6,dialog,": Things were hurting with Neiman on the kit--

",[],things were hurting with neiman on the kit
326,1,6,text,": Ryan taps him to stop. Andrew is within earshot -- and has
heard. Beat. Ryan moves over to Andrew, sits down at the set.

",[],ryan taps him to stop andrew is within earshot and has heard beat ryan moves over to andrew sits down at the set
327,1,6,speaker_heading,": RYAN

",['RYAN'],ryan
328,1,6,dialog,": You have a good weekend, bro?

",[],you have a good weekend bro
329,1,6,speaker_heading,": ANDREW

",['ANDREW'],andrew
330,1,6,dialog,": Yeah. Definitely. Really good.

",[],yeah definitely really good
331,1,6,speaker_heading,": RYAN

",['RYAN'],ryan
332,1,6,dialog,": Don’t worry about Greg. He’s a dick.

",[],don t worry about greg he s a dick
333,1,6,text,": Andrew nods. Admires Ryan. Seems more diminutive now than ever.

",[],andrew nods admires ryan seems more diminutive now than ever
334,1,6,speaker_heading,": RYAN (CONT'D)

","['RYAN', 'CONT', 'D']",ryan cont d
335,1,6,dialog,": You been practicing?

",[],you been practicing
336,1,6,speaker_heading,": ANDREW

",['ANDREW'],andrew
337,1,6,dialog,": Yeah. All the time.

",[],yeah all the time
338,1,6,speaker_heading,": RYAN

",['RYAN'],ryan
339,1,6,dialog,": My man.

",[],my man
340,1,6,text,": Then -- the Nassau Band conductor appears: RON KRAMER.

","['RON', 'KRAMER']",then the nassau band conductor appears ron kramer
341,1,6,speaker_heading,": MR. KRAMER

","['MR', 'KRAMER']",mr kramer
342,1,6,dialog,": Morning, fellas. “Billie’s In”, bar 8.

",[],morning fellas billie s in bar 8
343,1,6,text,": Mr. Kramer CLAPS OFF in time -- and the band begins playing
FIRST NASSAU BAND REHEARSAL CHART. Mid-tempo. Ryan’s
confident, in control. Andrew turns his pages, watches...

","['CLAPS', 'OFF', 'FIRST', 'NASSAU', 'BAND', 'REHEARSAL', 'CHART']",mr kramer claps off in time and the band begins playing first nassau band rehearsal chart mid tempo ryan s confident in control andrew turns his pages watches
344,1,6,speaker_heading,": MR. KRAMER (CONT’D)

","['MR', 'KRAMER', 'CONT', 'D']",mr kramer cont d
345,1,6,dialog,": Nice, Ryan... Woah, trumpets.

",[],nice ryan woah trumpets
346,1,6,speaker_heading,": TRUMPETER #2

",['TRUMPETER'],trumpeter 2
347,1,6,dialog,": Yeah, yeah - sorry about that one.

",[],yeah yeah sorry about that one
348,1,6,speaker_heading,": MR. KRAMER

","['MR', 'KRAMER']",mr kramer
349,1,6,dialog,": Just brass again.

",[],just brass again
350,1,6,text,": To Ryan’s left, a whisper--

",[],to ryan s left a whisper
351,1,6,speaker_heading,": TRUMPETER

",['TRUMPETER'],trumpeter
352,1,6,dialog,": Ry...

",[],ry
353,1,6,text,": Ryan turns. Visible as a silhouette through the frosted glass
of the main door...is FLETCHER. Andrew turns and looks as
well. Tenses up.
Fletcher lingers outside. Then he walks on. Ryan turns back to the Trumpeter.

",['FLETCHER'],ryan turns visible as a silhouette through the frosted glass of the main door is fletcher andrew turns and looks as well tenses up fletcher lingers outside then he walks on ryan turns back to the trumpeter
354,1,6,speaker_heading,": RYAN

",['RYAN'],ryan
355,1,6,dialog,": Not today.

",[],not today
356,1,7,scene_heading,": INT. GEHRING HALL - NASSAU BAND ROOM - MOMENTS LATER 9

","['INT', 'GEHRING', 'HALL', 'NASSAU', 'BAND', 'ROOM', 'MOMENTS', 'LATER']",int gehring hall nassau band room moments later 9
357,1,7,text,": Rehearsal has ended. The MUSICIANS have just filed out --
except for Andrew, who’s hanging back...

",['MUSICIANS'],rehearsal has ended the musicians have just filed out except for andrew who s hanging back
358,1,7,speaker_heading,": MR. KRAMER

","['MR', 'KRAMER']",mr kramer
359,1,7,dialog,": Are you learning from Ryan?

",[],are you learning from ryan
360,1,7,speaker_heading,": ANDREW

",['ANDREW'],andrew
361,1,7,dialog,": Yeah... He’s been great to me.

",[],yeah he s been great to me
362,1,7,speaker_heading,": MR. KRAMER

","['MR', 'KRAMER']",mr kramer
363,1,7,dialog,": Last week was a little overwhelming for you?

",[],last week was a little overwhelming for you
364,1,7,speaker_heading,": ANDREW

",['ANDREW'],andrew
365,1,7,dialog,": (is that a question?)
Yeah...
(then, hesitant, )
I wonder...what you think about my progress?

",['I'],is that a question yeah then hesitant i wonder what you think about my progress
366,1,7,speaker_heading,": MR. KRAMER

","['MR', 'KRAMER']",mr kramer
367,1,7,dialog,": Your progress?

",[],your progress
368,1,7,speaker_heading,": ANDREW

",['ANDREW'],andrew
369,1,7,dialog,": I just... I’m...practicing hard and...

","['I', 'I']",i just i m practicing hard and
370,1,7,speaker_heading,": MR. KRAMER

","['MR', 'KRAMER']",mr kramer
371,1,7,dialog,": Andrew -- you’ve got a good attitude. You
always arrive on time.

",[],andrew you ve got a good attitude you always arrive on time
372,1,7,text,": Andrew nods. Waiting.

",[],andrew nods waiting
373,1,7,speaker_heading,": MR. KRAMER (CONT’D)

","['MR', 'KRAMER', 'CONT', 'D']",mr kramer cont d
374,1,7,dialog,": Yeah. Ok?

",[],yeah ok
375,1,7,speaker_heading,": ANDREW

",['ANDREW'],andrew
376,1,7,dialog,": (beat)
Ok... Do you think... I know Fletcher's
looking for players...for Studio Band...

",['I'],beat ok do you think i know fletcher s looking for players for studio band
377,1,7,speaker_heading,": MR. KRAMER

","['MR', 'KRAMER']",mr kramer
378,1,7,dialog,": Yeah, Andrew... Lincoln Center looks out
for Fletcher's top players. If it weren’t
for Ryan’s injury he’d have been in Studio
Band last year. He’s a natural player.

",[],yeah andrew lincoln center looks out for fletcher s top players if it weren t for ryan s injury he d have been in studio band last year he s a natural player
379,1,7,text,": Andrew takes this in. Nods.
A beat.

",['A'],andrew takes this in nods a beat
380,1,7,speaker_heading,": ANDREW

",['ANDREW'],andrew
381,1,7,dialog,": ok.

",[],ok
382,1,7,speaker_heading,": MR. KRAMER

","['MR', 'KRAMER']",mr kramer
383,1,7,dialog,": (this is awkward)
Look... I’m going to be candid. 90% of
our players will never make it into the
Lincoln Centers or the Collectives. The
question is -- who’s in that 10%?

",['I'],this is awkward look i m going to be candid 90 of our players will never make it into the lincoln centers or the collectives the question is who s in that 10
384,1,7,speaker_heading,": MR. KRAMER (CONT’D)

","['MR', 'KRAMER', 'CONT', 'D']",mr kramer cont d
385,1,7,dialog,": So I'd practice. You could start a rock
band.

",['I'],so i d practice you could start a rock band
386,1,7,text,": Andrew takes it in. The implication is clear.
He turns -- and glimpses a poster on the wall: a DRUMMER
throwing a stick in the air mid-solo. Buff. Confident. The
opposite of him.

",['DRUMMER'],andrew takes it in the implication is clear he turns and glimpses a poster on the wall a drummer throwing a stick in the air mid solo buff confident the opposite of him
387,1,7,speaker_heading,": ANDREW

",['ANDREW'],andrew
388,1,7,dialog,": I...I have one more question...
(Kramer looks at him)
.-..Do you know what the process for
transferring is?

","['I', 'I']",i i have one more question kramer looks at him do you know what the process for transferring is
389,1,8,scene_heading,": INT. GEHRING HALL - BASEMENT HALLWAY - CONTINUOUS 11

","['INT', 'GEHRING', 'HALL', 'BASEMENT', 'HALLWAY', 'CONTINUOUS']",int gehring hall basement hallway continuous 11
390,1,8,text,": Andrew walks down a hallway. A piece of paper in his hand.
It’s a TRANSFER APPLICATION...
He notices as two attractive female students pass him.

","['A', 'TRANSFER', 'APPLICATION']",andrew walks down a hallway a piece of paper in his hand it s a transfer application he notices as two attractive female students pass him
391,1,8,speaker_heading,": STUDENT #1

",['STUDENT'],student 1
392,1,8,dialog,": At least you didn’t embarrass yourself like what’s-his-face.

",[],at least you didn t embarrass yourself like what s his face
393,1,8,speaker_heading,": STUDENT #2

",['STUDENT'],student 2
394,1,8,dialog,": That was truly pathetic.

",[],that was truly pathetic
395,1,8,text,": As he continues walking, he hears music. Stops. Approaches.

",[],as he continues walking he hears music stops approaches
396,1,9,scene_heading,": INT. GEHRING HALL - STUDIO BAND ROOM - CONTINUOUS 11A

","['INT', 'GEHRING', 'HALL', 'STUDIO', 'BAND', 'ROOM', 'CONTINUOUS']",int gehring hall studio band room continuous 11a
397,1,9,text,": Through the pane of glass, Andrew can see a FULL ORCHESTRA.
Everyone looks older than in Nassau. More focused. All eyes
glued on Fletcher as he assumes his position...
Fletcher’s right arm moves, just a hair, and the band starts:
fast, dazzling. Andrew watches -- in awe. The band’s playing
STUDIO BAND EAVESDROP CHART, and the sound is so full, so
precise, so commanding. Nothing like Nassau.
And suddenly -- Fletcher TURNS AROUND. His eyes meet Andrew’s.
Andrew ducks out of view -- shit --
-- and hurries away.

","['FULL', 'ORCHESTRA', 'STUDIO', 'BAND', 'EAVESDROP', 'CHART', 'TURNS', 'AROUND']",through the pane of glass andrew can see a full orchestra everyone looks older than in nassau more focused all eyes glued on fletcher as he assumes his position fletcher s right arm moves just a hair and the band starts fast dazzling andrew watches in awe the band s playing studio band eavesdrop chart and the sound is so full so precise so commanding nothing like nassau and suddenly fletcher turns around his eyes meet andrew s andrew ducks out of view shit and hurries away
398,1,10,scene_heading,": INT. ANDREW'S PRACTICE ROOM - A FEW HOURS LATER 12

","['INT', 'ANDREW', 'S', 'PRACTICE', 'ROOM', 'A', 'FEW', 'HOURS', 'LATER']",int andrew s practice room a few hours later 12
399,1,10,text,": Andrew practices like mad, trying to nail a double-time swing.
To his left a digital METRONOME blinks. The time set: 380.
Andrew stops. Resets the metronome. 390. Resumes playing.
Tries to keep up. Resets the metronome to 400. Can’t keep up
at all now. Struggling, sweating, hands blistering, when --
CRAAACK. Andrew's right drumstick SNAPS IN HALF.
He stops. Spent. Looks at his hand, sweating and throbbing from
the blisters.
Looks back at the metronome. Still beeping away. He turns it off.
Glances up ahead at a poster -- of BUDDY RICH hunched over a drum kit, mid-solo -- tacked to the wall.
Stares at the image. Then looks down -- at the PAPERWORK we
saw earlier. 

","['METRONOME', 'CRAAACK', 'SNAPS', 'IN', 'HALF', 'BUDDY', 'RICH', 'PAPERWORK']",andrew practices like mad trying to nail a double time swing to his left a digital metronome blinks the time set 380 andrew stops resets the metronome 390 resumes playing tries to keep up resets the metronome to 400 can t keep up at all now struggling sweating hands blistering when craaack andrew s right drumstick snaps in half he stops spent looks at his hand sweating and throbbing from the blisters looks back at the metronome still beeping away he turns it off glances up ahead at a poster of buddy rich hunched over a drum kit mid solo tacked to the wall stares at the image then looks down at the paperwork we saw earlier
400,1,11,scene_heading,": INT. ANDREW’S PRACTICE ROOM - MOMENTS LATER 12A

","['INT', 'ANDREW', 'S', 'PRACTICE', 'ROOM', 'MOMENTS', 'LATER']",int andrew s practice room moments later 12a
401,1,11,text,": A CD slides into a player. The title: “BUDDY RICH: BIRDLAND”.
Andrew skips ahead to the third track. Immediately, drums
start. Another double-time swing. Only this one is insanely
fast. Even faster than Andrew was going.
Andrew listens. Looks at his drum kit. Thinks. Makes a decision.
Turns the CD off.

","['A', 'CD', 'BUDDY', 'RICH', 'BIRDLAND', 'CD']",a cd slides into a player the title buddy rich birdland andrew skips ahead to the third track immediately drums start another double time swing only this one is insanely fast even faster than andrew was going andrew listens looks at his drum kit thinks makes a decision turns the cd off
402,1,12,scene_heading,": INT. MOVIE THEATER - LOBBY - AFTERNOON 13

","['INT', 'MOVIE', 'THEATER', 'LOBBY', 'AFTERNOON']",int movie theater lobby afternoon 13
403,1,12,text,": The same movie theater as before. Andrew marches in. Has one
goal and one goal only now.
Walks up to Nicole at the counter. Takes a deep breath, and--

",[],the same movie theater as before andrew marches in has one goal and one goal only now walks up to nicole at the counter takes a deep breath and
404,1,12,speaker_heading,": ANDREW

",['ANDREW'],andrew
405,1,12,dialog,": Hey -- look -- I -- I don’t know how to say this -- I see you in here all the time and -- I was just wondering --
(stops, collects himself, ) -- if you'd want to get a bite to eat with me.

","['I', 'I', 'I', 'I']",hey look i i don t know how to say this i see you in here all the time and i was just wondering stops collects himself if you d want to get a bite to eat with me
406,1,12,text,": Beat. Nicole just looks at him. Andrew can’t believe he said what
he just said. Feels like a creep. Instantly regrets it.

",[],beat nicole just looks at him andrew can t believe he said what he just said feels like a creep instantly regrets it
407,1,12,speaker_heading,": NICOLE

",['NICOLE'],nicole
408,1,12,dialog,": Please get away from me.

",[],please get away from me
409,1,12,speaker_heading,": ANDREW

",['ANDREW'],andrew
410,1,12,dialog,": I’m so sorry, I -- I didn’t mea--

","['I', 'I', 'I']",i m so sorry i i didn t mea
411,1,12,speaker_heading,": NICOLE

",['NICOLE'],nicole
412,1,12,dialog,": I’m kidding.

",['I'],i m kidding
413,1,12,text,": She smiles. Beat. Andrew manages a nervous laugh.

",[],she smiles beat andrew manages a nervous laugh
414,1,12,speaker_heading,": NICOLE (CONT'D)

","['NICOLE', 'CONT', 'D']",nicole cont d
415,1,12,dialog,": That your dad you always come in with?

",[],that your dad you always come in with
416,1,12,speaker_heading,": ANDREW

",['ANDREW'],andrew
417,1,12,dialog,": (discombobulated, trying to keep up--)
Kind of bobs up and down when he walks?
That’s him.

",[],discombobulated trying to keep up kind of bobs up and down when he walks that s him
418,1,12,speaker_heading,": NICOLE

",['NICOLE'],nicole
419,1,12,dialog,": (laughs; then, )
Andrew, right? I’m Nicole.

",['I'],laughs then andrew right i m nicole
420,1,12,speaker_heading,": ANDREW

",['ANDREW'],andrew
